id,question,label
55495,Is the 1st email body small?,0
55496,Is the 2nd email body small?,0
55497,Is the 3rd email body small?,0
55498,Is the 3rd email body medium?,1
55499,Is the 1st email body small?,1
55500,Is the 3rd email body small?,1
55501,Is the 1st email body large?,0
55502,Is the 1st email body medium?,1
55503,Is the 1st email body small?,0
55504,Is the 1st email body medium?,0
55505,Is the 1st email body small?,0
55506,Is the 3rd email body medium?,1
55507,Is the 2nd email body medium?,0
55508,Is the 3rd email body small?,0
55509,Is the 3rd email body medium?,1
55510,Is the 2nd email body large?,1
55511,Is the 1st email body medium?,0
55512,Is the 2nd email body medium?,1
55513,Is the 1st email body large?,0
55514,Is the 2nd email body large?,0
55515,Is the 1st email body large?,0
55516,Is the 2nd email body small?,1
55517,Is the 2nd email body large?,1
55518,Is the 3rd email body large?,1
55519,Is the 3rd email body small?,0
55520,Is the 3rd email body medium?,1
55521,Is the 2nd email body medium?,0
55522,Is the 3rd email body large?,0
55523,Is the 2nd email body small?,0
55524,Is the 2nd email body medium?,1
55525,Is the 3rd email body medium?,0
55526,Is the 2nd email body small?,0
55527,Is the 3rd email body large?,1
55528,Is the 3rd email body small?,0
55529,Is the 2nd email body medium?,1
55530,Is the 1st email body large?,0
55531,Is the 1st email body large?,0
55532,Is the 3rd email body small?,0
55533,Is the 3rd email body small?,0
55534,Is the 3rd email body medium?,1
55535,Is the 1st email body medium?,0
55536,Is the 3rd email body medium?,0
55537,Is the 3rd email body small?,1
55538,Is the 2nd email body large?,0
55539,Is the 2nd email body medium?,1
55540,Is the 2nd email body medium?,0
55541,Is the 3rd email body small?,0
55542,Is the 2nd email body medium?,0
55543,Is the 3rd email body large?,1
55544,Is the 2nd email body large?,1
55545,Is the 1st email body small?,1
55546,Is the 2nd email body medium?,0
55547,Is the 3rd email body small?,1
55548,Is the 1st email body large?,1
55549,Is the 1st email body small?,1
55550,Is the 3rd email body small?,1
55551,Is the 1st email body medium?,1
55552,Is the 1st email body small?,0
55553,Is the 2nd email body medium?,0
55554,Is the 2nd email body small?,0
55555,Is the 2nd email body large?,0
55556,Is the 1st email body large?,0
55557,Is the 3rd email body large?,1
55558,Is the 3rd email body small?,1
55559,Is the 1st email body medium?,0
55560,Is the 3rd email body large?,1
55561,Is the 2nd email body small?,0
55562,Is the 1st email body large?,0
55563,Is the 3rd email body small?,0
55564,Is the 2nd email body large?,0
55565,Is the 3rd email body small?,0
55566,Is the 3rd email body small?,1
55567,Is the 2nd email body large?,0
55568,Is the 3rd email body medium?,0
55569,Is the 1st email body large?,1
55570,Is the 2nd email body small?,1
55571,Is the 1st email body medium?,1
55572,Is the 3rd email body small?,1
55573,Is the 1st email body small?,1
55574,Is the 3rd email body medium?,1
55575,Is the 2nd email body large?,1
55576,Is the 2nd email body medium?,1
55577,Is the 3rd email body medium?,1
55578,Is the 2nd email body small?,0
55579,Is the 2nd email body small?,0
55580,Is the 3rd email body medium?,1
55581,Is the 1st email body small?,1
55582,Is the 1st email body large?,0
55583,Is the 3rd email body small?,1
55584,Is the 3rd email body medium?,1
55585,Is the 2nd email body large?,0
55586,Is the 2nd email body small?,1
55587,Is the 3rd email body small?,1
55588,Is the 3rd email body medium?,0
55589,Is the 3rd email body medium?,1
55590,Is the 2nd email body large?,1
55591,Is the 1st email body medium?,0
55592,Is the 3rd email body large?,0
55593,Is the 2nd email body small?,0
55594,Is the 3rd email body medium?,1
55595,Is the 2nd email body small?,0
55596,Is the 3rd email body large?,0
55597,Is the 3rd email body medium?,0
55598,Is the 1st email body large?,0
55599,Is the 2nd email body small?,0
55600,Is the 2nd email body small?,0
55601,Is the 1st email body small?,0
55602,Is the 1st email body large?,1
55603,Is the 3rd email body large?,0
55604,Is the 2nd email body large?,0
55605,Is the 2nd email body small?,1
55606,Is the 2nd email body small?,1
55607,Is the 2nd email body medium?,1
55608,Is the 3rd email body small?,1
55609,Is the 2nd email body medium?,1
55610,Is the 3rd email body medium?,0
55611,Is the 2nd email body medium?,0
55612,Is the 3rd email body small?,0
55613,Is the 3rd email body small?,0
55614,Is the 2nd email body medium?,1
55615,Is the 2nd email body medium?,0
55616,Is the 2nd email body large?,1
55617,Is the 3rd email body small?,1
55618,Is the 2nd email body small?,0
55619,Is the 3rd email body small?,1
55620,Is the 2nd email body large?,1
55621,Is the 1st email body large?,0
55622,Is the 2nd email body large?,0
55623,Is the 1st email body medium?,1
55624,Is the 2nd email body small?,0
55625,Is the 3rd email body medium?,0
55626,Is the 3rd email body large?,1
55627,Is the 3rd email body small?,1
55628,Is the 1st email body small?,1
55629,Is the 3rd email body medium?,0
55630,Is the 3rd email body small?,0
55631,Is the 1st email body large?,0
55632,Is the 1st email body medium?,0
55633,Is the 3rd email body medium?,1
55634,Is the 1st email body large?,0
55635,Is the 2nd email body small?,0
55636,Is the 1st email body medium?,1
55637,Is the 3rd email body small?,1
55638,Is the 2nd email body medium?,1
55639,Is the 2nd email body small?,0
55640,Is the 1st email body small?,1
55641,Is the 1st email body small?,1
55642,Is the 2nd email body large?,0
55643,Is the 3rd email body large?,1
55644,Is the 1st email body small?,0
55645,Is the 2nd email body small?,0
55646,Is the 1st email body small?,1
55647,Is the 3rd email body large?,1
55648,Is the 1st email body medium?,0
55649,Is the 1st email body large?,1
55650,Is the 1st email body small?,0
55651,Is the 3rd email body medium?,0
55652,Is the 1st email body medium?,1
55653,Is the 3rd email body large?,0
55654,Is the 2nd email body large?,0
55655,Is the 3rd email body large?,0
55656,Is the 1st email body large?,0
55657,Is the 2nd email body medium?,1
55658,Is the 2nd email body medium?,1
55659,Is the 2nd email body small?,0
55660,Is the 2nd email body small?,0
55661,Is the 2nd email body medium?,0
55662,Is the 3rd email body medium?,1
55663,Is the 2nd email body medium?,0
55664,Is the 3rd email body small?,0
55665,Is the 3rd email body small?,1
55666,Is the 3rd email body small?,0
55667,Is the 3rd email body large?,1
55668,Is the 1st email body small?,0
55669,Is the 2nd email body medium?,1
55670,Is the 1st email body medium?,0
55671,Is the 3rd email body large?,1
55672,Is the 3rd email body small?,1
55673,Is the 2nd email body small?,1
55674,Is the 3rd email body small?,0
55675,Is the 1st email body medium?,1
55676,Is the 2nd email body large?,1
55677,Is the 1st email body small?,1
55678,Is the 2nd email body small?,1
55679,Is the 2nd email body medium?,0
55680,Is the 2nd email body large?,0
55681,Is the 2nd email body small?,0
55682,Is the 2nd email body small?,0
55683,Is the 2nd email body medium?,0
55684,Is the 2nd email body medium?,0
55685,Is the 2nd email body medium?,0
55686,Is the 3rd email body medium?,0
55687,Is the 1st email body large?,0
55688,Is the 2nd email body medium?,0
55689,Is the 1st email body medium?,1
55690,Is the 1st email body small?,1
55691,Is the 2nd email body small?,1
55692,Is the 3rd email body small?,1
55693,Is the 1st email body large?,1
55694,Is the 3rd email body small?,1
55695,Is the 3rd email body medium?,0
55696,Is the 3rd email body large?,1
55697,Is the 1st email body medium?,1
55698,Is the 1st email body medium?,0
55699,Is the 3rd email body small?,0
55700,Is the 2nd email body small?,1
55701,Is the 3rd email body small?,0
55702,Is the 2nd email body small?,1
55703,Is the 1st email body large?,1
55704,Is the 3rd email body medium?,1
55705,Is the 2nd email body medium?,0
55706,Is the 3rd email body large?,1
55707,Is the 2nd email body large?,0
55708,Is the 2nd email body small?,0
55709,Is the 2nd email body large?,0
55710,Is the 3rd email body small?,1
55711,Is the 1st email body medium?,1
55712,Is the 2nd email body medium?,1
55713,Is the 2nd email body small?,0
55714,Is the 1st email body medium?,1
55715,Is the 2nd email body medium?,0
55716,Is the 1st email body medium?,0
55717,Is the 3rd email body medium?,0
55718,Is the 1st email body medium?,0
55719,Is the 3rd email body large?,0
55720,Is the 3rd email body large?,1
55721,Is the 1st email body medium?,0
55722,Is the 2nd email body small?,0
55723,Is the 3rd email body medium?,1
55724,Is the 2nd email body large?,1
55725,Is the 3rd email body large?,1
55726,Is the 1st email body large?,0
55727,Is the 3rd email body medium?,1
55728,Is the 3rd email body large?,0
55729,Is the 3rd email body medium?,1
55730,Is the 2nd email body large?,0
55731,Is the 3rd email body large?,1
55732,Is the 2nd email body small?,1
55733,Is the 1st email body small?,0
55734,Is the 1st email body medium?,0
55735,Is the 1st email body medium?,1
55736,Is the 2nd email body large?,0
55737,Is the 1st email body medium?,1
55738,Is the 3rd email body medium?,1
55739,Is the 1st email body medium?,0
55740,Is the 2nd email body large?,1
55741,Is the 3rd email body small?,1
55742,Is the 2nd email body large?,1
55743,Is the 1st email body large?,1
55744,Is the 3rd email body large?,0
55745,Is the 3rd email body large?,0
55746,Is the 3rd email body large?,0
55747,Is the 1st email body small?,0
55748,Is the 1st email body medium?,0
55749,Is the 2nd email body medium?,0
55750,Is the 2nd email body medium?,0
55751,Is the 3rd email body medium?,0
55752,Is the 1st email body medium?,1
55753,Is the 1st email body small?,0
55754,Is the 2nd email body small?,1
55755,Is the 1st email body small?,0
55756,Is the 2nd email body medium?,1
55757,Is the 1st email body small?,1
55758,Is the 1st email body medium?,1
55759,Is the 2nd email body large?,0
55760,Is the 2nd email body medium?,0
55761,Is the 3rd email body large?,0
55762,Is the 3rd email body small?,0
55763,Is the 1st email body large?,1
55764,Is the 2nd email body medium?,0
55765,Is the 2nd email body large?,0
55766,Is the 2nd email body medium?,0
55767,Is the 3rd email body small?,0
55768,Is the 2nd email body medium?,0
55769,Is the 2nd email body medium?,0
55770,Is the 3rd email body medium?,0
55771,Is the 2nd email body medium?,1
55772,Is the 1st email body large?,1
55773,Is the 1st email body medium?,1
55774,Is the 3rd email body large?,1
55775,Is the 1st email body large?,0
55776,Is the 3rd email body medium?,0
55777,Is the 3rd email body medium?,0
55778,Is the 1st email body small?,0
55779,Is the 1st email body large?,0
55780,Is the 3rd email body medium?,0
55781,Is the 2nd email body medium?,0
55782,Is the 3rd email body small?,1
55783,Is the 1st email body medium?,1
55784,Is the 3rd email body large?,0
55785,Is the 3rd email body large?,0
55786,Is the 2nd email body small?,0
55787,Is the 2nd email body small?,1
55788,Is the 3rd email body medium?,0
55789,Is the 2nd email body large?,0
55790,Is the 3rd email body large?,0
55791,Is the 1st email body small?,0
55792,Is the 2nd email body small?,0
55793,Is the 3rd email body large?,1
55794,Is the 3rd email body large?,0
55795,Is the 3rd email body large?,1
55796,Is the 3rd email body large?,0
55797,Is the 1st email body small?,1
55798,Is the 3rd email body small?,1
55799,Is the 3rd email body large?,1
55800,Is the 2nd email body large?,0
55801,Is the 2nd email body medium?,1
55802,Is the 1st email body large?,0
55803,Is the 3rd email body large?,1
55804,Is the 3rd email body medium?,1
55805,Is the 2nd email body large?,1
55806,Is the 2nd email body medium?,0
55807,Is the 2nd email body medium?,1
55808,Is the 2nd email body large?,0
55809,Is the 3rd email body medium?,0
55810,Is the 1st email body small?,0
55811,Is the 2nd email body small?,0
55812,Is the 2nd email body medium?,0
55813,Is the 2nd email body large?,0
55814,Is the 1st email body medium?,0
55815,Is the 1st email body medium?,1
55816,Is the 1st email body large?,1
55817,Is the 2nd email body small?,0
55818,Is the 1st email body medium?,1
55819,Is the 2nd email body medium?,1
55820,Is the 2nd email body small?,0
55821,Is the 3rd email body small?,1
55822,Is the 3rd email body medium?,1
55823,Is the 2nd email body large?,0
55824,Is the 3rd email body large?,0
55825,Is the 2nd email body small?,1
55826,Is the 1st email body small?,0
55827,Is the 2nd email body small?,0
55828,Is the 3rd email body small?,0
55829,Is the 3rd email body small?,0
55830,Is the 2nd email body large?,1
55831,Is the 2nd email body small?,1
55832,Is the 3rd email body large?,1
55833,Is the 1st email body large?,1
55834,Is the 1st email body large?,0
55835,Is the 2nd email body large?,1
55836,Is the 3rd email body medium?,0
55837,Is the 1st email body medium?,1
55838,Is the 2nd email body small?,0
55839,Is the 2nd email body medium?,1
55840,Is the 2nd email body medium?,1
55841,Is the 2nd email body small?,1
55842,Is the 3rd email body small?,0
55843,Is the 2nd email body medium?,0
55844,Is the 3rd email body medium?,0
55845,Is the 2nd email body small?,0
55846,Is the 1st email body large?,0
55847,Is the 1st email body small?,0
55848,Is the 1st email body large?,0
55849,Is the 2nd email body medium?,0
55850,Is the 1st email body large?,1
55851,Is the 3rd email body medium?,1
55852,Is the 2nd email body medium?,0
55853,Is the 2nd email body small?,1
55854,Is the 1st email body large?,0
55855,Is the 3rd email body medium?,0
55856,Is the 2nd email body large?,1
55857,Is the 2nd email body small?,0
55858,Is the 2nd email body small?,0
55859,Is the 2nd email body small?,1
55860,Is the 3rd email body large?,0
55861,Is the 3rd email body small?,0
55862,Is the 2nd email body large?,1
55863,Is the 3rd email body medium?,1
55864,Is the 3rd email body medium?,1
55865,Is the 1st email body medium?,0
55866,Is the 3rd email body medium?,0
55867,Is the 2nd email body medium?,0
55868,Is the 2nd email body small?,1
55869,Is the 1st email body medium?,1
55870,Is the 3rd email body small?,1
55871,Is the 1st email body large?,1
55872,Is the 3rd email body large?,0
55873,Is the 3rd email body small?,1
55874,Is the 2nd email body large?,0
55875,Is the 2nd email body small?,1
55876,Is the 1st email body small?,1
55877,Is the 1st email body small?,1
55878,Is the 2nd email body small?,1
55879,Is the 2nd email body large?,0
55880,Is the 3rd email body small?,0
55881,Is the 1st email body large?,0
55882,Is the 2nd email body medium?,0
55883,Is the 1st email body medium?,0
55884,Is the 1st email body large?,0
55885,Is the 1st email body large?,1
55886,Is the 2nd email body medium?,0
55887,Is the 1st email body medium?,0
55888,Is the 2nd email body large?,1
55889,Is the 3rd email body large?,0
55890,Is the 2nd email body medium?,1
55891,Is the 1st email body medium?,0
55892,Is the 1st email body large?,0
55893,Is the 2nd email body small?,0
55894,Is the 3rd email body small?,1
55895,Is the 1st email body small?,0
55896,Is the 1st email body small?,1
55897,Is the 2nd email body large?,0
55898,Is the 3rd email body large?,0
55899,Is the 3rd email body small?,0
55900,Is the 2nd email body small?,0
55901,Is the 3rd email body medium?,0
55902,Is the 3rd email body small?,0
55903,Is the 1st email body large?,1
55904,Is the 2nd email body large?,0
55905,Is the 3rd email body small?,0
55906,Is the 1st email body medium?,1
55907,Is the 1st email body large?,0
55908,Is the 1st email body medium?,0
55909,Is the 3rd email body large?,1
55910,Is the 1st email body large?,1
55911,Is the 2nd email body large?,0
55912,Is the 3rd email body medium?,0
55913,Is the 1st email body medium?,1
55914,Is the 2nd email body large?,1
55915,Is the 3rd email body small?,0
55916,Is the 2nd email body small?,0
55917,Is the 3rd email body medium?,1
55918,Is the 2nd email body small?,1
55919,Is the 1st email body medium?,0
55920,Is the 1st email body small?,1
55921,Is the 2nd email body medium?,0
55922,Is the 1st email body large?,1
55923,Is the 2nd email body large?,0
55924,Is the 3rd email body medium?,0
55925,Is the 3rd email body large?,0
55926,Is the 3rd email body large?,0
55927,Is the 2nd email body large?,0
55928,Is the 2nd email body small?,1
55929,Is the 3rd email body large?,1
55930,Is the 2nd email body medium?,0
55931,Is the 2nd email body large?,0
55932,Is the 2nd email body medium?,0
55933,Is the 3rd email body small?,1
55934,Is the 3rd email body large?,0
55935,Is the 2nd email body medium?,1
55936,Is the 2nd email body medium?,0
55937,Is the 3rd email body medium?,1
55938,Is the 3rd email body small?,1
55939,Is the 2nd email body medium?,1
55940,Is the 2nd email body small?,0
55941,Is the 1st email body small?,0
55942,Is the 1st email body large?,1
55943,Is the 1st email body large?,0
55944,Is the 2nd email body large?,1
55945,Is the 3rd email body small?,0
55946,Is the 2nd email body medium?,1
55947,Is the 1st email body large?,0
55948,Is the 3rd email body large?,1
55949,Is the 3rd email body small?,1
55950,Is the 3rd email body medium?,1
55951,Is the 3rd email body medium?,1
55952,Is the 1st email body large?,1
55953,Is the 1st email body large?,0
55954,Is the 3rd email body large?,0
55955,Is the 3rd email body small?,0
55956,Is the 3rd email body large?,0
55957,Is the 3rd email body small?,0
55958,Is the 3rd email body medium?,1
55959,Is the 1st email body large?,0
55960,Is the 1st email body medium?,0
55961,Is the 1st email body large?,1
55962,Is the 3rd email body medium?,1
55963,Is the 3rd email body medium?,0
55964,Is the 1st email body large?,1
55965,Is the 1st email body large?,1
55966,Is the 2nd email body large?,1
55967,Is the 3rd email body medium?,0
55968,Is the 1st email body small?,0
55969,Is the 1st email body large?,1
55970,Is the 3rd email body small?,0
55971,Is the 1st email body large?,1
55972,Is the 3rd email body large?,1
55973,Is the 2nd email body small?,1
55974,Is the 3rd email body medium?,1
55975,Is the 2nd email body small?,1
55976,Is the 1st email body large?,1
55977,Is the 2nd email body large?,0
55978,Is the 2nd email body small?,1
55979,Is the 1st email body medium?,0
55980,Is the 2nd email body small?,1
55981,Is the 1st email body medium?,1
55982,Is the 2nd email body medium?,0
55983,Is the 1st email body small?,0
55984,Is the 1st email body medium?,0
55985,Is the 2nd email body large?,1
55986,Is the 1st email body large?,0
55987,Is the 2nd email body medium?,1
55988,Is the 2nd email body medium?,1
55989,Is the 2nd email body large?,0
55990,Is the 3rd email body medium?,0
55991,Is the 3rd email body large?,1
55992,Is the 2nd email body medium?,1
55993,Is the 2nd email body large?,0
55994,Is the 1st email body small?,0
55995,Is the 3rd email body medium?,1
55996,Is the 2nd email body large?,0
55997,Is the 1st email body large?,0
55998,Is the 1st email body large?,1
55999,Is the 3rd email body small?,0
56000,Is the 3rd email body medium?,0
56001,Is the 2nd email body large?,0
56002,Is the 1st email body small?,1
56003,Is the 1st email body small?,0
56004,Is the 1st email body medium?,1
56005,Is the 3rd email body large?,1
56006,Is the 2nd email body small?,0
56007,Is the 3rd email body large?,0
56008,Is the 3rd email body large?,1
56009,Is the 1st email body medium?,0
56010,Is the 1st email body medium?,0
56011,Is the 3rd email body large?,0
56012,Is the 3rd email body medium?,0
56013,Is the 1st email body small?,1
56014,Is the 3rd email body large?,1
56015,Is the 1st email body small?,0
56016,Is the 1st email body large?,1
56017,Is the 2nd email body medium?,0
56018,Is the 1st email body medium?,1
56019,Is the 2nd email body small?,0
56020,Is the 2nd email body large?,1
56021,Is the 2nd email body medium?,1
56022,Is the 2nd email body small?,1
56023,Is the 3rd email body large?,1
56024,Is the 3rd email body large?,1
56025,Is the 2nd email body large?,1
56026,Is the 3rd email body large?,0
56027,Is the 2nd email body medium?,0
56028,Is the 1st email body large?,1
56029,Is the 1st email body small?,0
56030,Is the 2nd email body medium?,1
56031,Is the 1st email body large?,0
56032,Is the 3rd email body small?,0
56033,Is the 2nd email body small?,0
56034,Is the 2nd email body small?,0
56035,Is the 2nd email body small?,0
56036,Is the 2nd email body medium?,1
56037,Is the 2nd email body medium?,1
56038,Is the 2nd email body small?,1
56039,Is the 1st email body medium?,0
56040,Is the 1st email body small?,1
56041,Is the 3rd email body small?,1
56042,Is the 2nd email body large?,0
56043,Is the 3rd email body small?,0
56044,Is the 1st email body medium?,1
56045,Is the 3rd email body medium?,0
56046,Is the 1st email body large?,1
56047,Is the 2nd email body large?,0
56048,Is the 2nd email body small?,1
56049,Is the 1st email body medium?,0
56050,Is the 2nd email body medium?,1
56051,Is the 3rd email body medium?,1
56052,Is the 2nd email body small?,1
56053,Is the 3rd email body small?,0
56054,Is the 3rd email body large?,0
56055,Is the 3rd email body medium?,1
56056,Is the 2nd email body large?,0
56057,Is the 2nd email body small?,0
56058,Is the 3rd email body large?,0
56059,Is the 3rd email body medium?,1
56060,Is the 3rd email body medium?,0
56061,Is the 3rd email body medium?,1
56062,Is the 3rd email body medium?,0
56063,Is the 3rd email body small?,0
56064,Is the 2nd email body large?,0
56065,Is the 1st email body large?,0
56066,Is the 2nd email body medium?,0
56067,Is the 1st email body large?,1
56068,Is the 2nd email body medium?,1
56069,Is the 1st email body small?,0
56070,Is the 3rd email body large?,0
56071,Is the 3rd email body medium?,0
56072,Is the 2nd email body medium?,1
56073,Is the 1st email body small?,0
56074,Is the 2nd email body large?,1
56075,Is the 2nd email body large?,0
56076,Is the 2nd email body medium?,0
56077,Is the 3rd email body large?,1
56078,Is the 2nd email body large?,1
56079,Is the 3rd email body medium?,0
56080,Is the 2nd email body small?,1
56081,Is the 2nd email body medium?,0
56082,Is the 3rd email body small?,1
56083,Is the 1st email body large?,1
56084,Is the 2nd email body medium?,0
56085,Is the 3rd email body large?,1
56086,Is the 1st email body medium?,1
56087,Is the 3rd email body medium?,1
56088,Is the 1st email body large?,0
56089,Is the 3rd email body medium?,1
56090,Is the 2nd email body medium?,0
56091,Is the 1st email body large?,0
56092,Is the 2nd email body medium?,0
56093,Is the 1st email body medium?,0
56094,Is the 1st email body large?,0
56095,Is the 1st email body small?,1
56096,Is the 3rd email body large?,0
56097,Is the 1st email body medium?,1
56098,Is the 2nd email body medium?,1
56099,Is the 1st email body small?,1
56100,Is the 3rd email body small?,1
56101,Is the 3rd email body medium?,0
56102,Is the 3rd email body small?,1
56103,Is the 2nd email body small?,1
56104,Is the 3rd email body small?,1
56105,Is the 2nd email body medium?,1
56106,Is the 2nd email body medium?,0
56107,Is the 3rd email body small?,1
56108,Is the 3rd email body small?,1
56109,Is the 2nd email body small?,0
56110,Is the 1st email body medium?,0
56111,Is the 3rd email body small?,0
56112,Is the 1st email body medium?,1
56113,Is the 2nd email body large?,1
56114,Is the 3rd email body large?,0
56115,Is the 1st email body large?,0
56116,Is the 3rd email body large?,1
56117,Is the 1st email body large?,1
56118,Is the 3rd email body medium?,0
56119,Is the 2nd email body small?,0
56120,Is the 1st email body large?,0
56121,Is the 1st email body medium?,1
56122,Is the 1st email body large?,1
56123,Is the 2nd email body large?,1
56124,Is the 1st email body small?,1
56125,Is the 3rd email body medium?,1
56126,Is the 2nd email body large?,1
56127,Is the 2nd email body small?,0
56128,Is the 3rd email body small?,0
56129,Is the 1st email body small?,0
56130,Is the 1st email body medium?,0
56131,Is the 1st email body large?,0
56132,Is the 1st email body small?,1
56133,Is the 2nd email body large?,1
56134,Is the 2nd email body medium?,1
56135,Is the 3rd email body medium?,0
56136,Is the 2nd email body small?,0
56137,Is the 3rd email body small?,1
56138,Is the 1st email body small?,0
56139,Is the 3rd email body medium?,1
56140,Is the 2nd email body medium?,0
56141,Is the 1st email body medium?,0
56142,Is the 3rd email body small?,1
56143,Is the 2nd email body medium?,1
56144,Is the 2nd email body small?,0
56145,Is the 3rd email body medium?,1
56146,Is the 1st email body large?,0
56147,Is the 1st email body medium?,1
56148,Is the 2nd email body small?,0
56149,Is the 1st email body large?,1
56150,Is the 3rd email body large?,1
56151,Is the 1st email body medium?,0
56152,Is the 2nd email body medium?,1
56153,Is the 2nd email body medium?,0
56154,Is the 1st email body large?,1
56155,Is the 1st email body large?,0
56156,Is the 1st email body medium?,1
56157,Is the 2nd email body small?,0
56158,Is the 3rd email body medium?,1
56159,Is the 2nd email body medium?,1
56160,Is the 1st email body small?,0
56161,Is the 3rd email body small?,1
56162,Is the 1st email body large?,1
56163,Is the 3rd email body medium?,0
56164,Is the 3rd email body medium?,1
56165,Is the 3rd email body large?,1
56166,Is the 2nd email body small?,1
56167,Is the 3rd email body medium?,1
56168,Is the 2nd email body large?,1
56169,Is the 2nd email body small?,0
56170,Is the 1st email body large?,1
56171,Is the 1st email body large?,1
56172,Is the 2nd email body large?,1
56173,Is the 2nd email body large?,1
56174,Is the 1st email body small?,0
56175,Is the 1st email body medium?,1
56176,Is the 2nd email body medium?,1
56177,Is the 2nd email body small?,0
56178,Is the 3rd email body medium?,1
56179,Is the 3rd email body medium?,1
56180,Is the 2nd email body small?,0
56181,Is the 2nd email body small?,1
56182,Is the 1st email body large?,1
56183,Is the 3rd email body small?,1
56184,Is the 3rd email body small?,1
56185,Is the 2nd email body small?,0
56186,Is the 1st email body small?,0
56187,Is the 3rd email body small?,0
56188,Is the 3rd email body medium?,0
56189,Is the 2nd email body small?,1
56190,Is the 2nd email body large?,1
56191,Is the 3rd email body small?,0
56192,Is the 1st email body small?,0
56193,Is the 2nd email body large?,0
56194,Is the 3rd email body small?,0
56195,Is the 1st email body small?,0
56196,Is the 2nd email body medium?,1
56197,Is the 1st email body large?,1
56198,Is the 2nd email body medium?,0
56199,Is the 2nd email body small?,1
56200,Is the 2nd email body medium?,0
56201,Is the 3rd email body small?,0
56202,Is the 1st email body small?,0
56203,Is the 3rd email body large?,1
56204,Is the 3rd email body medium?,1
56205,Is the 1st email body small?,1
56206,Is the 1st email body large?,1
56207,Is the 2nd email body large?,0
56208,Is the 3rd email body large?,1
56209,Is the 2nd email body small?,0
56210,Is the 2nd email body small?,1
56211,Is the 1st email body medium?,0
56212,Is the 3rd email body large?,1
56213,Is the 2nd email body medium?,0
56214,Is the 3rd email body medium?,0
56215,Is the 2nd email body small?,0
56216,Is the 1st email body medium?,1
56217,Is the 1st email body medium?,1
56218,Is the 2nd email body small?,0
56219,Is the 1st email body small?,1
56220,Is the 1st email body large?,1
56221,Is the 1st email body small?,0
56222,Is the 3rd email body large?,1
56223,Is the 3rd email body medium?,0
56224,Is the 2nd email body large?,1
56225,Is the 3rd email body large?,0
56226,Is the 2nd email body small?,0
56227,Is the 1st email body medium?,1
56228,Is the 2nd email body medium?,0
56229,Is the 2nd email body large?,1
56230,Is the 3rd email body large?,0
56231,Is the 2nd email body small?,0
56232,Is the 2nd email body large?,0
56233,Is the 2nd email body small?,1
56234,Is the 1st email body small?,0
56235,Is the 2nd email body large?,0
56236,Is the 1st email body large?,1
56237,Is the 1st email body small?,1
56238,Is the 3rd email body large?,1
56239,Is the 2nd email body medium?,1
56240,Is the 3rd email body small?,1
56241,Is the 3rd email body large?,0
56242,Is the 3rd email body small?,1
56243,Is the 3rd email body medium?,0
56244,Is the 3rd email body medium?,0
56245,Is the 3rd email body medium?,0
56246,Is the 3rd email body small?,0
56247,Is the 3rd email body medium?,0
56248,Is the 3rd email body medium?,1
56249,Is the 1st email body medium?,1
56250,Is the 3rd email body large?,1
56251,Is the 1st email body medium?,1
56252,Is the 3rd email body small?,1
56253,Is the 3rd email body medium?,1
56254,Is the 1st email body medium?,1
56255,Is the 1st email body medium?,1
56256,Is the 3rd email body large?,0
56257,Is the 2nd email body small?,0
56258,Is the 2nd email body medium?,1
56259,Is the 1st email body small?,0
56260,Is the 1st email body small?,1
56261,Is the 3rd email body small?,0
56262,Is the 1st email body small?,0
56263,Is the 1st email body medium?,1
56264,Is the 1st email body large?,1
56265,Is the 1st email body large?,0
56266,Is the 3rd email body small?,0
56267,Is the 3rd email body small?,1
56268,Is the 2nd email body small?,0
56269,Is the 1st email body medium?,1
56270,Is the 3rd email body small?,1
56271,Is the 2nd email body medium?,1
56272,Is the 1st email body medium?,1
56273,Is the 2nd email body small?,0
56274,Is the 3rd email body large?,0
56275,Is the 1st email body medium?,0
56276,Is the 3rd email body small?,1
56277,Is the 3rd email body small?,0
56278,Is the 3rd email body large?,0
56279,Is the 2nd email body small?,0
56280,Is the 2nd email body medium?,0
56281,Is the 3rd email body medium?,1
56282,Is the 3rd email body large?,0
56283,Is the 2nd email body small?,0
56284,Is the 2nd email body large?,1
56285,Is the 2nd email body medium?,0
56286,Is the 1st email body large?,0
56287,Is the 3rd email body large?,0
56288,Is the 2nd email body large?,0
56289,Is the 3rd email body medium?,1
56290,Is the 2nd email body medium?,1
56291,Is the 1st email body large?,1
56292,Is the 3rd email body medium?,1
56293,Is the 1st email body large?,0
56294,Is the 2nd email body large?,0
56295,Is the 3rd email body small?,1
56296,Is the 2nd email body large?,1
56297,Is the 3rd email body medium?,0
56298,Is the 2nd email body large?,0
56299,Is the 1st email body medium?,1
56300,Is the 2nd email body small?,0
56301,Is the 2nd email body large?,1
56302,Is the 3rd email body small?,1
56303,Is the 3rd email body small?,1
56304,Is the 2nd email body large?,0
56305,Is the 3rd email body large?,0
56306,Is the 2nd email body small?,1
56307,Is the 2nd email body small?,0
56308,Is the 3rd email body large?,0
56309,Is the 2nd email body small?,1
56310,Is the 3rd email body medium?,1
56311,Is the 2nd email body large?,0
56312,Is the 3rd email body small?,0
56313,Is the 1st email body small?,1
56314,Is the 1st email body large?,1
